class	time_point	avg_expression
ENSG00000169704.4	downregulation	NA	0.5975
ENSG00000108379.9	downregulation	NA	0.597917
ENSG00000107242.17	downregulation	NA	0.6125
ENSG00000092850.11	downregulation	NA	0.612917
ENSG00000164989.15	downregulation	NA	0.618333
ENSG00000138028.14	downregulation	NA	0.619167
ENSG00000204003.8	downregulation	NA	0.620417
ENSG00000104369.4	downregulation	NA	0.622083
ENSG00000105613.9	downregulation	NA	0.625833
ENSG00000148516.21	downregulation	NA	0.626667
ENSG00000036672.15	downregulation	NA	0.632083
ENSG00000278662.4	downregulation	NA	0.634167
ENSG00000181754.6	downregulation	NA	0.63625
ENSG00000241978.9	downregulation	NA	0.637083
ENSG00000184156.15	downregulation	NA	0.649583
ENSG00000259384.6	downregulation	NA	0.655417
ENSG00000117013.14	downregulation	NA	0.657917
ENSG00000146243.13	downregulation	NA	0.664583
ENSG00000149970.14	downregulation	NA	0.665
ENSG00000181350.11	downregulation	NA	0.672083
ENSG00000250305.8	downregulation	NA	0.674167
ENSG00000085552.16	downregulation	NA	0.67625
ENSG00000154556.17	downregulation	NA	0.686667
ENSG00000162494.5	downregulation	NA	0.689167
ENSG00000074317.10	downregulation	NA	0.689583
ENSG00000073282.12	downregulation	NA	0.695
ENSG00000159899.14	downregulation	NA	0.695
ENSG00000073861.2	downregulation	NA	0.699583
ENSG00000134775.15	downregulation	NA	0.700417
ENSG00000106927.11	downregulation	NA	0.7075
ENSG00000198400.11	downregulation	NA	0.71375
ENSG00000137825.10	downregulation	NA	0.714583
ENSG00000105717.13	downregulation	NA	0.718333
ENSG00000139971.15	downregulation	NA	0.724583
ENSG00000181418.7	downregulation	NA	0.726667
ENSG00000099204.18	downregulation	NA	0.735
ENSG00000064300.8	downregulation	NA	0.747917
ENSG00000049323.15	downregulation	NA	0.748333
ENSG00000185483.11	downregulation	NA	0.749167
ENSG00000170681.6	downregulation	NA	0.754167
ENSG00000131650.13	downregulation	NA	0.755833
ENSG00000105088.8	downregulation	NA	0.756667
ENSG00000130940.14	downregulation	NA	0.760833
ENSG00000169047.5	downregulation	NA	0.760833
ENSG00000068976.13	downregulation	NA	0.775833
ENSG00000160183.13	downregulation	NA	0.779167
ENSG00000104290.10	downregulation	NA	0.7825
ENSG00000206535.7	downregulation	NA	0.7875
ENSG00000149927.17	downregulation	NA	0.789167
ENSG00000204147.9	downregulation	NA	0.79
ENSG00000131019.10	downregulation	NA	0.79125
ENSG00000180998.11	downregulation	NA	0.795
ENSG00000178184.15	downregulation	NA	0.795417
ENSG00000149599.15	downregulation	NA	0.79875
ENSG00000145198.14	downregulation	NA	0.800833
ENSG00000142910.15	downregulation	NA	0.81
ENSG00000132563.15	downregulation	NA	0.817083
ENSG00000184343.10	downregulation	NA	0.829583
ENSG00000275713.2	downregulation	NA	0.8375
ENSG00000127152.17	downregulation	NA	0.840833
ENSG00000189292.15	downregulation	NA	0.853333
ENSG00000229676.2	downregulation	NA	0.865417
ENSG00000168077.13	downregulation	NA	0.867917
ENSG00000170153.10	downregulation	NA	0.868333
ENSG00000189431.7	downregulation	NA	0.869167
ENSG00000172058.15	downregulation	NA	0.89875
ENSG00000262484.1	downregulation	NA	0.899583
ENSG00000185615.15	downregulation	NA	0.907083
ENSG00000180815.14	downregulation	NA	0.91125
ENSG00000155016.17	downregulation	NA	0.920417
ENSG00000132688.10	downregulation	NA	0.923333
ENSG00000150054.18	downregulation	NA	0.92875
ENSG00000141542.10	downregulation	NA	0.93375
ENSG00000123570.3	downregulation	NA	0.937083
ENSG00000140993.10	downregulation	NA	0.939167
ENSG00000163704.11	downregulation	NA	0.9425
ENSG00000046604.12	downregulation	NA	0.95125
ENSG00000144824.19	downregulation	NA	0.955833
ENSG00000122025.14	downregulation	NA	0.962917
ENSG00000132185.16	downregulation	NA	0.96375
ENSG00000108684.14	downregulation	NA	0.976667
ENSG00000205755.11	downregulation	NA	0.9875
ENSG00000175175.5	downregulation	NA	0.990833
ENSG00000242852.6	downregulation	NA	0.998333
ENSG00000129682.13	downregulation	NA	1
ENSG00000111452.12	downregulation	NA	1.00792
ENSG00000178821.12	downregulation	NA	1.00958
ENSG00000214029.4	downregulation	NA	1.01458
ENSG00000143320.8	downregulation	NA	1.0175
ENSG00000167664.8	downregulation	NA	1.02542
ENSG00000169169.14	downregulation	NA	1.02625
ENSG00000132465.10	downregulation	NA	1.03375
ENSG00000185924.6	downregulation	NA	1.03792
ENSG00000241697.4	downregulation	NA	1.03833
ENSG00000002746.14	downregulation	NA	1.04208
ENSG00000137561.4	downregulation	NA	1.05167
ENSG00000104490.17	downregulation	NA	1.05542
ENSG00000090932.10	downregulation	NA	1.05875
ENSG00000243244.5	downregulation	NA	1.07292
ENSG00000183785.14	downregulation	NA	1.075
ENSG00000153132.12	downregulation	NA	1.07708
ENSG00000163629.12	downregulation	NA	1.08042
ENSG00000121753.12	downregulation	NA	1.08208
ENSG00000075461.5	downregulation	NA	1.08375
ENSG00000164659.14	downregulation	NA	1.08542
ENSG00000108551.4	downregulation	NA	1.08792
ENSG00000142675.17	downregulation	NA	1.10833
ENSG00000130035.6	downregulation	NA	1.11167
ENSG00000196793.13	downregulation	NA	1.115
ENSG00000206190.11	downregulation	NA	1.11625
ENSG00000152969.16	downregulation	NA	1.12125
ENSG00000172264.16	downregulation	NA	1.12417
ENSG00000198821.10	downregulation	NA	1.155
ENSG00000112218.8	downregulation	NA	1.16125
ENSG00000006453.13	downregulation	NA	1.16208
ENSG00000157087.16	downregulation	NA	1.165
ENSG00000006740.16	downregulation	NA	1.16542
ENSG00000113296.14	downregulation	NA	1.17417
ENSG00000112164.5	downregulation	NA	1.18083
ENSG00000069188.16	downregulation	NA	1.19417
ENSG00000242419.5	downregulation	NA	1.20958
ENSG00000054392.12	downregulation	NA	1.21125
ENSG00000146592.16	downregulation	NA	1.21333
ENSG00000184786.5	downregulation	NA	1.21375
ENSG00000100206.9	downregulation	NA	1.22208
ENSG00000137571.10	downregulation	NA	1.24125
ENSG00000197444.9	downregulation	NA	1.25
ENSG00000184307.13	downregulation	NA	1.265
ENSG00000153822.13	downregulation	NA	1.26583
ENSG00000198780.11	downregulation	NA	1.28042
ENSG00000166897.14	downregulation	NA	1.29917
ENSG00000173406.15	downregulation	NA	1.30708
ENSG00000161860.7	downregulation	NA	1.315
ENSG00000162614.18	downregulation	NA	1.31583
ENSG00000149256.14	downregulation	NA	1.33375
ENSG00000132016.11	downregulation	NA	1.3375
ENSG00000172575.11	downregulation	NA	1.34292
ENSG00000156509.13	downregulation	NA	1.35125
ENSG00000158691.14	downregulation	NA	1.35333
ENSG00000178878.12	downregulation	NA	1.35417
ENSG00000153531.13	downregulation	NA	1.35542
ENSG00000177359.17	downregulation	NA	1.35833
ENSG00000148426.12	downregulation	NA	1.36542
ENSG00000184226.14	downregulation	NA	1.37708
ENSG00000030419.16	downregulation	NA	1.38833
ENSG00000198729.4	downregulation	NA	1.40792
ENSG00000008277.14	downregulation	NA	1.42042
ENSG00000206579.8	downregulation	NA	1.42042
ENSG00000163909.7	downregulation	NA	1.42458
ENSG00000173890.16	downregulation	NA	1.43333
ENSG00000077327.15	downregulation	NA	1.43833
ENSG00000183579.15	downregulation	NA	1.44042
ENSG00000152056.16	downregulation	NA	1.44708
ENSG00000154914.16	downregulation	NA	1.47417
ENSG00000165905.16	downregulation	NA	1.51417
ENSG00000108821.13	downregulation	NA	1.51958
ENSG00000215045.8	downregulation	NA	1.52625
ENSG00000135540.11	downregulation	NA	1.5675
ENSG00000196503.2	downregulation	NA	1.56917
ENSG00000168280.16	downregulation	NA	1.59583
ENSG00000166813.14	downregulation	NA	1.60208
ENSG00000206561.12	downregulation	NA	1.65042
ENSG00000135502.16	downregulation	NA	1.65083
ENSG00000145911.5	downregulation	NA	1.65667
ENSG00000160867.14	downregulation	NA	1.65667
ENSG00000167614.13	downregulation	NA	1.6775
ENSG00000198336.9	downregulation	NA	1.70083
ENSG00000046653.14	downregulation	NA	1.70125
ENSG00000166159.10	downregulation	NA	1.705
ENSG00000176273.14	downregulation	NA	1.70708
ENSG00000118276.11	downregulation	NA	1.70875
ENSG00000167646.13	downregulation	NA	1.70917
ENSG00000197410.12	downregulation	NA	1.71958
ENSG00000166707.10	downregulation	NA	1.72375
ENSG00000153707.15	downregulation	NA	1.73625
ENSG00000019485.12	downregulation	NA	1.76167
ENSG00000100167.19	downregulation	NA	1.76208
ENSG00000233757.6	downregulation	NA	1.76542
ENSG00000119514.6	downregulation	NA	1.77667
ENSG00000099958.14	downregulation	NA	1.78167
ENSG00000140284.10	downregulation	NA	1.78458
ENSG00000241106.6	downregulation	NA	1.79333
ENSG00000140557.11	downregulation	NA	1.79958
ENSG00000205853.10	downregulation	NA	1.80042
ENSG00000137269.14	downregulation	NA	1.80167
ENSG00000154721.14	downregulation	NA	1.8025
ENSG00000149328.14	downregulation	NA	1.80417
ENSG00000170482.16	downregulation	NA	1.81708
ENSG00000115884.10	downregulation	NA	1.82333
ENSG00000066735.14	downregulation	NA	1.83167
ENSG00000113657.12	downregulation	NA	1.84042
ENSG00000176244.6	downregulation	NA	1.84542
ENSG00000176749.8	downregulation	NA	1.84667
ENSG00000170647.3	downregulation	NA	1.85625
ENSG00000177106.14	downregulation	NA	1.85667
ENSG00000178217.13	downregulation	NA	1.86083
ENSG00000187824.8	downregulation	NA	1.8675
ENSG00000165821.11	downregulation	NA	1.89042
ENSG00000100290.2	downregulation	NA	1.89958
ENSG00000104881.14	downregulation	NA	1.90042
ENSG00000136237.18	downregulation	NA	1.91458
ENSG00000186638.15	downregulation	NA	1.92958
ENSG00000172061.8	downregulation	NA	1.93917
ENSG00000112319.17	downregulation	NA	1.95458
ENSG00000082196.20	downregulation	NA	1.96042
ENSG00000187244.10	downregulation	NA	1.97125
ENSG00000070371.15	downregulation	NA	1.985
ENSG00000198010.11	downregulation	NA	1.985
ENSG00000078269.13	downregulation	NA	1.99375
ENSG00000182621.16	downregulation	NA	1.99458
ENSG00000165115.14	downregulation	NA	1.99875
ENSG00000228672.3	downregulation	NA	2.01083
ENSG00000166402.8	downregulation	NA	2.03292
ENSG00000145990.10	downregulation	NA	2.05167
ENSG00000253250.2	downregulation	NA	2.09458
ENSG00000056998.18	downregulation	NA	2.12333
ENSG00000183850.13	downregulation	NA	2.13375
ENSG00000196993.8	downregulation	NA	2.15333
ENSG00000065675.14	downregulation	NA	2.1625
ENSG00000114270.15	downregulation	NA	2.17208
ENSG00000151692.14	downregulation	NA	2.17542
ENSG00000107554.15	downregulation	NA	2.19083
ENSG00000090975.12	downregulation	NA	2.1925
ENSG00000173805.15	downregulation	NA	2.21333
ENSG00000154545.16	downregulation	NA	2.24292
ENSG00000122778.9	downregulation	NA	2.24375
ENSG00000145087.12	downregulation	NA	2.24542
ENSG00000186871.6	downregulation	NA	2.26542
ENSG00000072195.14	downregulation	NA	2.27833
ENSG00000077943.7	downregulation	NA	2.28625
ENSG00000186105.7	downregulation	NA	2.28833
ENSG00000174607.10	downregulation	NA	2.295
ENSG00000139116.17	downregulation	NA	2.29833
ENSG00000255561.6	downregulation	NA	2.3
ENSG00000178409.13	downregulation	NA	2.32167
ENSG00000189227.5	downregulation	NA	2.325
ENSG00000185028.3	downregulation	NA	2.3275
ENSG00000157927.16	downregulation	NA	2.34
ENSG00000112182.14	downregulation	NA	2.35958
ENSG00000162267.12	downregulation	NA	2.3775
ENSG00000117122.13	downregulation	NA	2.40125
ENSG00000001617.11	downregulation	NA	2.41958
ENSG00000136895.18	downregulation	NA	2.425
ENSG00000092758.15	downregulation	NA	2.42958
ENSG00000182272.11	downregulation	NA	2.43833
ENSG00000185271.6	downregulation	NA	2.43917
ENSG00000109674.3	downregulation	NA	2.4475
ENSG00000113645.13	downregulation	NA	2.46375
ENSG00000011332.19	downregulation	NA	2.48417
ENSG00000254852.8	downregulation	NA	2.48625
ENSG00000136883.12	downregulation	NA	2.49375
ENSG00000139880.19	downregulation	NA	2.49625
ENSG00000147166.10	downregulation	NA	2.49917
ENSG00000151376.16	downregulation	NA	2.50583
ENSG00000155974.11	downregulation	NA	2.51917
ENSG00000182866.16	downregulation	NA	2.53
ENSG00000187922.13	downregulation	NA	2.5325
ENSG00000155893.11	downregulation	NA	2.5375
ENSG00000198846.5	downregulation	NA	2.54583
ENSG00000183655.12	downregulation	NA	2.55542
ENSG00000150967.17	downregulation	NA	2.585
ENSG00000166263.13	downregulation	NA	2.59875
ENSG00000169635.9	downregulation	NA	2.60208
ENSG00000179965.11	downregulation	NA	2.60292
ENSG00000136425.12	downregulation	NA	2.62417
ENSG00000151773.12	downregulation	NA	2.625
ENSG00000172731.13	downregulation	NA	2.62708
ENSG00000170049.9	downregulation	NA	2.64917
ENSG00000165895.17	downregulation	NA	2.65125
ENSG00000250588.6	downregulation	NA	2.66292
ENSG00000197978.9	downregulation	NA	2.66375
ENSG00000181544.13	downregulation	NA	2.67583
ENSG00000088280.18	downregulation	NA	2.67833
ENSG00000164638.10	downregulation	NA	2.68917
ENSG00000270885.1	downregulation	NA	2.72167
ENSG00000105866.13	downregulation	NA	2.74208
ENSG00000187792.4	downregulation	NA	2.755
ENSG00000138771.14	downregulation	NA	2.76792
ENSG00000176055.9	downregulation	NA	2.79958
ENSG00000166173.10	downregulation	NA	2.80417
ENSG00000118507.15	downregulation	NA	2.80833
ENSG00000102763.15	downregulation	NA	2.81292
ENSG00000128833.12	downregulation	NA	2.81833
ENSG00000126878.12	downregulation	NA	2.82
ENSG00000187790.10	downregulation	NA	2.82292
ENSG00000107614.21	downregulation	NA	2.82708
ENSG00000143494.15	downregulation	NA	2.83
ENSG00000183018.8	downregulation	NA	2.83375
ENSG00000165891.15	downregulation	NA	2.83542
ENSG00000078018.19	downregulation	NA	2.83708
ENSG00000167094.15	downregulation	NA	2.86458
ENSG00000145506.13	downregulation	NA	2.87458
ENSG00000102780.16	downregulation	NA	2.87625
ENSG00000276256.1	downregulation	NA	2.88292
ENSG00000143942.4	downregulation	NA	2.88792
ENSG00000214189.8	downregulation	NA	2.90417
ENSG00000185101.12	downregulation	NA	2.91708
ENSG00000165349.11	downregulation	NA	2.92458
ENSG00000158966.13	downregulation	NA	2.92708
ENSG00000171992.12	downregulation	NA	2.93667
ENSG00000151276.23	downregulation	NA	2.93792
ENSG00000197472.14	downregulation	NA	2.93792
ENSG00000100116.16	downregulation	NA	2.96333
ENSG00000170390.15	downregulation	NA	2.97833
ENSG00000278129.1	downregulation	NA	2.97833
ENSG00000101311.15	downregulation	NA	2.99958
ENSG00000116141.15	downregulation	NA	3.00958
ENSG00000088881.20	downregulation	NA	3.01042
ENSG00000174500.12	downregulation	NA	3.02208
ENSG00000119139.16	downregulation	NA	3.04125
ENSG00000112208.11	downregulation	NA	3.04542
ENSG00000103647.12	downregulation	NA	3.05208
ENSG00000204960.6	downregulation	NA	3.08333
ENSG00000160229.11	downregulation	NA	3.08833
ENSG00000212719.10	downregulation	NA	3.10125
ENSG00000134461.15	downregulation	NA	3.11375
ENSG00000184185.9	downregulation	NA	3.13042
ENSG00000188227.12	downregulation	NA	3.13208
ENSG00000087299.11	downregulation	NA	3.13583
ENSG00000152611.11	downregulation	NA	3.17083
ENSG00000133067.17	downregulation	NA	3.18167
ENSG00000145934.15	downregulation	NA	3.185
ENSG00000137693.13	downregulation	NA	3.19667
ENSG00000189337.15	downregulation	NA	3.19792
ENSG00000056277.15	downregulation	NA	3.20917
ENSG00000125319.14	downregulation	NA	3.21542
ENSG00000103494.12	downregulation	NA	3.22292
ENSG00000108352.11	downregulation	NA	3.2525
ENSG00000184083.11	downregulation	NA	3.25375
ENSG00000102935.11	downregulation	NA	3.25833
ENSG00000114631.10	downregulation	NA	3.2625
ENSG00000148120.14	downregulation	NA	3.29042
ENSG00000133302.12	downregulation	NA	3.30125
ENSG00000135314.12	downregulation	NA	3.30458
ENSG00000172260.13	downregulation	NA	3.30917
ENSG00000178202.12	downregulation	NA	3.31625
ENSG00000185737.12	downregulation	NA	3.31792
ENSG00000147100.9	downregulation	NA	3.3225
ENSG00000151948.11	downregulation	NA	3.32792
ENSG00000114859.14	downregulation	NA	3.33583
ENSG00000158169.11	downregulation	NA	3.34458
ENSG00000167371.16	downregulation	NA	3.38375
ENSG00000196081.9	downregulation	NA	3.40792
ENSG00000251349.3	downregulation	NA	3.41792
ENSG00000015413.9	downregulation	NA	3.42875
ENSG00000197977.3	downregulation	NA	3.44458
ENSG00000183196.8	downregulation	NA	3.46875
ENSG00000169427.6	downregulation	NA	3.46917
ENSG00000105948.13	downregulation	NA	3.48667
ENSG00000173349.5	downregulation	NA	3.49708
ENSG00000122970.15	downregulation	NA	3.55375
ENSG00000182010.10	downregulation	NA	3.56083
ENSG00000139734.17	downregulation	NA	3.57875
ENSG00000197093.10	downregulation	NA	3.59333
ENSG00000176769.9	downregulation	NA	3.60625
ENSG00000163689.18	downregulation	NA	3.65458
ENSG00000197275.12	downregulation	NA	3.66083
ENSG00000129474.15	downregulation	NA	3.67375
ENSG00000141837.18	downregulation	NA	3.7075
ENSG00000196557.10	downregulation	NA	3.70792
ENSG00000263513.5	downregulation	NA	3.70833
ENSG00000106415.12	downregulation	NA	3.72833
ENSG00000157617.16	downregulation	NA	3.73875
ENSG00000142794.18	downregulation	NA	3.74458
ENSG00000269226.7	downregulation	NA	3.76375
ENSG00000101400.5	downregulation	NA	3.78125
ENSG00000234284.6	downregulation	NA	3.79167
ENSG00000165238.16	downregulation	NA	3.79292
ENSG00000175691.8	downregulation	NA	3.79333
ENSG00000204366.3	downregulation	NA	3.81333
ENSG00000125879.4	downregulation	NA	3.82
ENSG00000149564.11	downregulation	NA	3.83
ENSG00000158402.18	downregulation	NA	3.83917
ENSG00000168806.7	downregulation	NA	3.84
ENSG00000198298.12	downregulation	NA	3.85542
ENSG00000171033.12	downregulation	NA	3.85708
ENSG00000118922.16	downregulation	NA	3.90875
ENSG00000139618.14	downregulation	NA	3.91917
ENSG00000221944.4	downregulation	NA	3.92833
ENSG00000013503.9	downregulation	NA	3.94208
ENSG00000057019.15	downregulation	NA	3.94375
ENSG00000006118.14	downregulation	NA	3.94458
ENSG00000115109.13	downregulation	NA	3.96125
ENSG00000175087.9	downregulation	NA	3.96542
ENSG00000165185.14	downregulation	NA	3.96917
ENSG00000146281.5	downregulation	NA	3.98792
ENSG00000273047.1	downregulation	NA	3.99
ENSG00000278535.4	downregulation	NA	4.0125
ENSG00000083123.14	downregulation	NA	4.01917
ENSG00000145284.11	downregulation	NA	4.02458
ENSG00000213967.10	downregulation	NA	4.025
ENSG00000182175.13	downregulation	NA	4.06
ENSG00000255152.8	downregulation	NA	4.07042
ENSG00000141622.13	downregulation	NA	4.07083
ENSG00000196437.10	downregulation	NA	4.11833
ENSG00000198286.9	downregulation	NA	4.12208
ENSG00000100629.16	downregulation	NA	4.13292
ENSG00000166582.9	downregulation	NA	4.13458
ENSG00000136492.8	downregulation	NA	4.145
ENSG00000184675.9	downregulation	NA	4.14625
ENSG00000213186.7	downregulation	NA	4.15625
ENSG00000171970.12	downregulation	NA	4.19625
ENSG00000052126.14	downregulation	NA	4.19667
ENSG00000136153.19	downregulation	NA	4.21208
ENSG00000112877.7	downregulation	NA	4.21375
ENSG00000125430.8	downregulation	NA	4.21375
ENSG00000156738.17	downregulation	NA	4.21458
ENSG00000141384.11	downregulation	NA	4.26625
ENSG00000005436.13	downregulation	NA	4.275
ENSG00000119280.16	downregulation	NA	4.27625
ENSG00000181035.13	downregulation	NA	4.29667
ENSG00000106976.19	downregulation	NA	4.29792
ENSG00000167523.13	downregulation	NA	4.32542
ENSG00000183814.15	downregulation	NA	4.33667
ENSG00000157734.13	downregulation	NA	4.355
ENSG00000072163.18	downregulation	NA	4.36083
ENSG00000079435.9	downregulation	NA	4.38167
ENSG00000176293.19	downregulation	NA	4.385
ENSG00000170558.8	downregulation	NA	4.4
ENSG00000176124.11	downregulation	NA	4.4
ENSG00000160190.13	downregulation	NA	4.40167
ENSG00000249459.8	downregulation	NA	4.4175
ENSG00000176208.8	downregulation	NA	4.42833
ENSG00000119927.13	downregulation	NA	4.43125
ENSG00000145194.17	downregulation	NA	4.43333
ENSG00000118193.11	downregulation	NA	4.44167
ENSG00000132423.10	downregulation	NA	4.45458
ENSG00000179988.13	downregulation	NA	4.47292
ENSG00000128567.16	downregulation	NA	4.50792
ENSG00000240771.6	downregulation	NA	4.51292
ENSG00000102384.13	downregulation	NA	4.51375
ENSG00000177602.5	downregulation	NA	4.51833
ENSG00000105810.9	downregulation	NA	4.53125
ENSG00000127423.10	downregulation	NA	4.54083
ENSG00000172954.13	downregulation	NA	4.54375
ENSG00000157077.14	downregulation	NA	4.55875
ENSG00000128602.9	downregulation	NA	4.58167
ENSG00000178150.8	downregulation	NA	4.58625
ENSG00000163026.11	downregulation	NA	4.62042
ENSG00000185760.15	downregulation	NA	4.62792
ENSG00000121621.6	downregulation	NA	4.64583
ENSG00000127990.15	downregulation	NA	4.65792
ENSG00000110400.10	downregulation	NA	4.67458
